Accession Number,Collector Number,Genus,Species,Habitat,Determined By,UUID
A92026,PTM1055,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,9CCF5BFA-8F10-DE40-AA67-58E148D15CF5
A92027,PTM1057,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,8D085ECB-4D0D-CB44-840D-E7DA0F5705E1
A92028,PTM1058,Bossiella,schmittii,Subtidal ,Katharine R. Hind,F217F4D3-83B7-BF44-A23B-9001EFB82705
A92029,PTM1061,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,3D66CCAA-3B85-564C-A934-BB387BAA8124
A92030,PTM1062,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,CD8F4AF0-AB10-6E4E-BC4F-7720B95ED98A
A92031,PTM1063,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,4D6C0554-20F5-3B4E-A830-657AF7A9BAC6
A92032,PTM1064,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,9E06E8C1-BDAE-0048-8572-384DE79DDBE8
A92033,PTM1065,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,909C06CD-24E0-4844-8DA9-71D8C0909605
A92034,PTM1066,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,A7469E2E-44D6-EA40-896F-894E2A612BF4
A92035,PTM1067,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,D32D23B3-DCE3-F542-AC42-49C28A45DF44
A92036,PTM1068,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,25C4C18D-B56C-164A-80EC-A5ED9D27C7B2
A92037,PTM1069,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,192510B1-D203-9548-A6A8-C0ED799A9C95
A92038,PTM1071,Bossiella,reptans,Subtidal ,Katharine R. Hind,C74F1925-FE22-094F-B8C4-7AF81A32424C
A92039,PTM1072,Chiharaea,americana,Subtidal ,Katharine R. Hind,C951E837-E1F7-8C47-8E2F-6F47006035E1
A92040,PTM1074,Bossiella,reptans,Subtidal ,Katharine R. Hind,A4D1D2AF-0A3A-A540-A052-E7467D00B191
A92041,PTM1075,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,9EED711F-ADB8-8D40-B85B-CC0DED2C245D
A92042,PTM1076,Chiharaea,americana,Subtidal ,Katharine R. Hind,37A6D836-1707-A748-A342-E5096F63E0DF
A92043,PTM1077,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,7F2CEEBA-3677-6B4D-BE1B-776B545987D0
A92044,PTM1078,Chiharaea,americana,Subtidal ,Katharine R. Hind,5AFB3BB1-7D2A-B349-8637-5A4C8C2E209B
A92045,PTM1079,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,8F29107B-3542-414F-8B51-B5E5FE04ADAA
A92046,PTM1082,Lithothamnion,phymatodeum,Subtidal ,Katharine R. Hind,9ED5DDF6-DFB5-2A4A-8D1C-091D39BB29F7
A92047,PTM1083,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,C00D9DA4-504A-604A-9324-26B9514E0CA5
A92048,PTM1084,Chiharaea,americana,Subtidal ,Katharine R. Hind,FBC17952-79DD-7E4F-9A7F-F4E5315DF37A
A92049,PTM1085,Melobesia,sp.,Subtidal ,Katharine R. Hind,14034313-D103-DE45-800A-9F21C21CF327
A92050,PTM1087,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,A0ACE670-7E48-DF46-923E-C90A0D540F4C
A92051,PTM1088,Chondracanthus,corymbiferus,Subtidal ,Katharine R. Hind,618D4A9F-E570-EA4B-999B-7BC3C12BA78E
A92052,PTM1089,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,F0A89C28-2628-8447-8A6E-1196064F474A
A92053,PTM1090,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,B0E35513-0F58-A047-B27D-3858F467F0B1
A92054,PTM1091,Hymenena,sp.,Subtidal ,Katharine R. Hind,7485324D-9538-764F-B014-281F8C2B11F4
A92055,PTM1092,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,57832E09-E7DC-4D4D-B71A-ABCEA5829214
A92056,PTM1093,Lithothamnion,sp.,Subtidal ,Katharine R. Hind,2DFB127B-EB11-1349-A5A1-438E999C6B74
A92057,PTM1094,Lithothamnion,sp.,Subtidal ,Katharine R. Hind,F7883FAE-F994-B64E-8D30-19BA7055D46A
A92058,PTM1095,Lithothamnion,sp.,Subtidal ,Katharine R. Hind,351C2499-6907-4549-B789-A66028DFA94D
A92059,PTM1099,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,53A88BD5-378C-D643-97B8-827042BFD580
A92060,PTM1103,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,C2D481B8-688E-D948-B859-0A9792A14DAC
A92061,PTM1105,Chiharaea,americana,Subtidal ,Katharine R. Hind,32089DB6-1B06-F348-BFB4-5DB0A1DED903
A92062,PTM1108,Neopolyporolithon,sp.,Subtidal ,Katharine R. Hind,8731F863-57F2-3740-8195-F9FFAFD49F79
A92063,PTM1110,Coralline,NA,Subtidal ,Katharine R. Hind,48D1ECD2-BA16-6B4A-82B6-C1075F80EBCF
A92064,PTM1112,Neopolyporolithon,sp.,Subtidal ,Katharine R. Hind,731EF788-152A-5444-B31B-2B33FE036865
A92065,PTM1113,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",2F65AECB-1025-814E-A721-4CB78A8D96AF
A92066,PTM1115,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,716A58F6-E13F-9246-931E-FDFD8B97E229
A92067,PTM1117,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,62F5B6A6-627D-AD47-8B4A-DB4551D5F411
A92068,PTM1120,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,94B23767-710B-E646-944F-39B8B01D434C
A92069,PTM1123,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,137C4248-5798-CD48-8911-36D2AF936DCE
A92070,PTM1125,Coralline,NA,Subtidal ,Katharine R. Hind,EAE7C05A-5375-6848-A4CE-F49BAD9C2EC6
A92071,PTM1126,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,25B836EC-D17D-104D-A91B-44000B40B058
A92072,PTM1127,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,DF48F6F2-7AF0-BD47-918A-90613CB034E7
A92073,PTM1128,Mesophyllum,sp.,Subtidal ,Katharine R. Hind,961F66FA-1E5B-7645-889E-8193CD801E21
A92074,PTM1129,Lithophyllum,impressum,Subtidal ,Katharine R. Hind,18E90503-FE55-DD43-896F-A816A8565F4C
A92075,PTM1131,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",91F024ED-710F-5841-8EEE-3529A5D165DC
A92076,PTM1135,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,9B044ADC-7880-5343-9723-20DCAE637765
A92077,PTM1136,Crusticorallina,adhaerens,Subtidal; full of worms,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",8C825510-52EA-1743-8A6C-5013F9C6F016
A92078,PTM1138,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,2A716D1A-3D70-9148-B91A-CED14A70DD90
A92079,PTM1139,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,A4B43FCF-C276-6F44-BAE5-EC1C1AFE2F32
A92080,PTM1140,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,55DE3BBC-9D5C-3947-8E80-0532360C644F
A92081,PTM1141,Crusticorallina,adhaerens,Subtidal; with black worms,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",2848AD77-B83F-904B-93F2-47CDE2D9843C
A92082,PTM1142,Pseudolithophyllum,sp.,Subtidal; with small calcified worms,Katharine R. Hind,18BB82A4-7D71-B842-99FA-F314C74A4DB4
A92083,PTM1143,Pseudolithophyllum,sp.,Subtidal; with many little worms,Katharine R. Hind,4C74CC37-C944-FA40-8C2A-F77FEBB23D6F
A92084,PTM1146,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,098798A4-F2B6-F045-BD25-A50A30E4220D
A92085,PTM1147,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,4B09CE91-4731-1747-A8FC-51414238A6C7
A92086,PTM1148,Coralline,NA,Subtidal; with worms,Katharine R. Hind,A0B74B6B-78AD-714E-B3DE-F7A47C4921E0
A92087,PTM1149,Pseudolithophyllum,sp.,Subtidal; with worms,Katharine R. Hind,0A44E1E7-C986-1D4B-B655-CC8768ED8012
A92088,PTM1152,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,84B48965-C5C6-6443-BFC6-E4ABCAAA1287
A92089,PTM1153,Neopolyporolithon,sp.,Subtidal ,Katharine R. Hind,63A3639A-98CF-C64F-9C5A-310D160E45AF
A92090,PTM1155,Lithophyllum,impressum,Subtidal ,Katharine R. Hind,3F7E620A-90DB-184A-BE01-4CF899974207
A92091,PTM1157,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",C1F21CB4-FB7D-AE4D-919D-556D8A2FD1A9
A92092,PTM1158,Neopolyporolithon,sp.,Subtidal ,Katharine R. Hind,95B96885-EEAD-DF42-B69C-016D2D4A1DF9
A92093,PTM1162,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,B7455ACE-B97A-8F44-B464-D13FEC826430
A92094,PTM1163,Neopolyporolithon,sp.,Subtidal ,Katharine R. Hind,E62FA9DB-DDA8-E544-A075-78E7DD61C23D
A92095,PTM1164,Neopolyporolithon,sp.,Subtidal ,Katharine R. Hind,F8FA7B35-2908-784C-8F7D-8F8970CEF56D
A92096,PTM1165,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,35A0F219-EA66-5940-A59B-E20620058234
A92097,PTM1166,Lithophyllum,impressum,Subtidal ,Katharine R. Hind,445A8045-CDF8-5145-BAD0-FEDFD2CECA80
A92098,PTM1168,Crusticorallina,adhaerens,Subtidal ,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",715DDAF8-4FA9-E24E-9BEC-E0FF81C270E9
A92099,PTM1169,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,05AA4330-3355-A347-821A-217673F1DB94
A92100,PTM1170,Chiharaea,silvae,Low intertidal,"Patrick T. Martone, Katharine R. Hind",0167145B-659F-CA41-BB65-951A686F0553
A90732,PTM1171,Bossiella,frondifera,Low intertidal,"Patrick T. Martone, Katharine R. Hind",EC5E4E64-2C76-6C4F-9D29-FC45B6668C33
A92102,PTM1172,Bossiella,orbigniana,Low intertidal,"Patrick T. Martone, Katharine R. Hind",4454837D-08E2-C444-8345-50672E38D7D7
A90733,PTM1173,Bossiella,frondifera,Low intertidal,"Patrick T. Martone, Katharine R. Hind",70AA6DF2-861B-3047-BCDB-85CBE4700D0D
A90734,PTM1174,Bossiella,reptans,Low intertidal,"Patrick T. Martone, Katharine R. Hind",DE276858-15E7-6947-B967-638884BC90E4
A92105,PTM1175,Bossiella,hakaiensis,Low intertidal,"Patrick T. Martone, Katharine R. Hind",4A5619A5-2C0F-054F-9052-C81036414CC3
A92106,PTM1176,Johansenia,macmillanii,Low intertidal,"Patrick T. Martone, Katharine R. Hind",B5A0C347-C450-DB4A-AC70-51B155FFFF67
A92107,PTM1177,Rhodymenia,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",B5A30241-40CF-B548-98F9-9CC2D3F474E7
A92108,PTM1178,Corallina,sp.,Low intertidal,"Patrick T. Martone, Katharine R. Hind",492EE7DE-A684-964A-B922-189BB2A4FCEA
A90735,PTM1179,Bossiella,manzae,Low intertidal,"Patrick T. Martone, Katharine R. Hind",4507303D-92BC-6346-B4B7-681AB64A2843
A90736,PTM1180,Bossiella,frondifera,Low intertidal,"Patrick T. Martone, Katharine R. Hind",962BDA9C-B4E1-7F40-B13C-0F064FD1FD76
A90737,PTM1181,Bossiella,frondifera,Low intertidal,"Patrick T. Martone, Katharine R. Hind",C04E3737-E7C1-5249-A722-E0796EF5B4C2
A92112,PTM1182,Bossiella,sp.,"Low intertidal, in tidepool, under Saccharina","Patrick T. Martone, Katharine R. Hind",A97AC89F-5BAD-3B4A-9F7B-AD270AC524A3
A92113,PTM1183,Bossiella,silvae,"Low intertidal, under Saccharina","Patrick T. Martone, Katharine R. Hind",0B6C674A-4BD9-A940-81E5-F8E23CF97104
A90738,PTM1184,Bossiella,reptans,"Low intertidal, under Saccharina","Patrick T. Martone, Katharine R. Hind",8DDF47DD-EED9-8143-AE21-CAE2A5975BD1
A92115,PTM1186,Bossiella,sp.,"Low intertidal, exposed, under Alaria","Patrick T. Martone, Katharine R. Hind",345DCE0E-8443-FA48-88D3-CD0DEE89848B
A92116,PTM1187,Bossiella,reptans,"Low intertidal, exposed","Patrick T. Martone, Katharine R. Hind",B2D53E1E-4523-0140-80E4-D6B3067B4CDC
A92117,PTM1188,Corallina,sp.,"Low intertidal, in sand","Patrick T. Martone, Katharine R. Hind",C5B99199-5397-0D47-A9E5-3F70F8C8ADE3
A92118,PTM1190,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,7CE503B4-93D1-CF4A-B775-DEA767AD7EF7
A92119,PTM1194,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,C80BE1F1-6555-034E-B1B5-E0A7D81432D5
A92120,PTM1195,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,336EE8A2-6F37-8B44-AF7B-A9C8597D7DD9
A92121,PTM1196,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,9978FA05-34CC-C942-9388-3D38C944FE95
A92122,PTM1197,Chiharaea,bodegensis,Subtidal ,Katharine R. Hind,52A95D93-B7F1-2348-82C3-9E7730E1C80A
A92123,PTM1198,Chiharaea,americana,Subtidal ,Katharine R. Hind,987408DB-8CCB-DF40-B9C4-20BC96FF1AE3
A92130,PTM1200,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,D8DC4DFA-E7B0-304C-9CA3-A9465CCC8DDF
A92131,PTM1201,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,718AD9E7-6A90-C248-852A-D1BAAE08918F
A92132,PTM1202,Lithothamnion,sp.,Subtidal ,Katharine R. Hind,3069EED0-FED1-0744-B4F5-54F96D56A80A
A92133,PTM1205,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,4DDC1651-691C-4A4B-85BF-0C1813401B27
A92134,PTM1206,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,7416D9D7-511C-684C-9693-EF4662699F5C
A92135,PTM1208,Pseudolithophyllum,sp.,Subtidal ,Katharine R. Hind,206416F4-0ED8-7E47-AA0B-75DC4A69DD68
A92136,PTM1209,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,35F14EA5-4F38-F642-9645-0629EDE6290B
A92137,PTM1210,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,ED576897-2731-4043-A05A-EB73B5BFB9D7
A92138,PTM1211,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,1C1E0DC8-583B-7446-82D6-E4258D73EDBB
A92139,PTM1212,Lithothamnion,phymatodeum,Subtidal ,Katharine R. Hind,A6E3B27E-A82F-BB4F-A579-419C72DA4EE8
A92140,PTM1213,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,71964403-BDF5-644C-ACE6-E4FAFB880F8A
A92141,PTM1214,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,68B12AC7-436E-E947-854A-D0AA1BDD813F
A92142,PTM1215,Lithothamnion,glaciale,Subtidal ,Katharine R. Hind,10FC78B1-3D92-B243-B970-CF21C8EF05DC
A92143,PTM1216,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,3C4A3A8C-DA4D-2A42-9BB8-D1408664617C
A92144,PTM1217,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,7C256D55-0A80-AF4B-86B7-3A7D884AD042
A92145,PTM1218,Lithophyllum,sp.,Subtidal ,Katharine R. Hind,6828DEA1-F05C-C042-A405-D68733E6817E
A92146,PTM1219,Lithophyllum,sp.,"Subtidal, with Chiharaea americana",Katharine R. Hind,C2EC9945-7EEB-FD41-9F2E-B472AF183036
A92147,PTM1221,Lithothamnion,sp.,Subtidal ,Katharine R. Hind,E9B57059-50E0-7942-9252-64BE2910E837
A92148,PTM1222,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,A22197BB-85DB-8342-A224-6556A6F6B114
A92149,PTM1224,Mesophyllum,vancouveriense,Subtidal ,Katharine R. Hind,99467A59-1B77-0344-B3F4-58BB448967E4
A92150,PTM1225,Bossiella,frondescens,"Low intertidal, in tidepool","Katharine R. Hind, Patrick T. Martone",AB81BC16-CCE8-B24F-96E1-40E6E34362AA
A92151,PTM1226,Bossiella,reptans,"Low intertidal, bench","Katharine R. Hind, Patrick T. Martone",A76F30A6-4E9E-D441-9C1F-DCD6936796C4
A92152,PTM1227,Bossiella,sp.,"Low intertidal, bench, with Saccharina sessilis, hydroids, and byrozoans","Katharine R. Hind, Patrick T. Martone",26C72B7F-CB3E-3B43-923E-D2A413518642
A92153,PTM1229,Chiharaea,bodegensis,Subtidal ,Katharine R. Hind,D7E47E1B-A9E3-8747-85CC-9EF32DE727BA
A92154,PTM1230,Chiharaea,americana,Subtidal ,Katharine R. Hind,045B7F49-D664-9340-BD35-5649403A7A93
A92155,PTM1238,Bossiella,dichotoma,"Low intertidal, bottom of boulder, with Pterygophyra",Katharine R. Hind,84A95048-9C3C-FC46-A1C8-C53F9C48654D
A92156,PTM1239,Bossiella,dichotoma,"Low intertidal, bottom of boulder, with Pterygophyra",Katharine R. Hind,96272F85-F148-AF4C-83C6-E8392D9F773D
A92157,PTM1240,Bossiella,sp.,"Low intertidal, bottom of boulder, with Pterygophyra",Katharine R. Hind,6A51BA33-AAE4-D545-A3B6-7D2FB7EA675E
A90743,PTM1241,Bossiella,frondifera,Drift ,Katharine R. Hind,699FBB32-8E11-954B-9BED-FAC76718259C
A92159,PTM1242,Bossiella,sp.,"Low intertidal, bottom of boulder, with Pterygophyra",Katharine R. Hind,E5D0E2DD-6E32-8B4C-9EF1-DDE8E64C7CFB
A90744,PTM1243,Bossiella,frondifera,"Low intertidal, bottom of boulder, with Pterygophyra",Katharine R. Hind,3E1B1896-526F-3A44-8FFA-4D9BE7822A66
A92161,PTM1244,Corallina,sp.,"Low intertidal, bottom of boulder, with Pterygophyra",Katharine R. Hind,D61E0B6F-11FF-1945-A40D-9E3B0B3A9E7A
A92162,PTM1245,Bossiella,sp.,"Low intertidal, bottom of boulder, with Pterygophyra",Katharine R. Hind,8AAFDE51-C9BF-6147-810B-E46A0EF6C540
A90745,PTM1246,Bossiella,frondescens,"Mid intertidal, in tidepool",Patrick T. Martone,DF6E3D81-5353-3C49-8D86-9ABE464060DF
A92164,PTM1247,Corallina,sp.,"Low intertidal, under Phyllospadix",Patrick T. Martone,9AE3A75F-8D71-964A-BBC8-C909AB479050
A92165,PTM1248,Calliarthron,tuberculosum,"Mid intertidal, in tidepool",Patrick T. Martone,6B0F466E-DB6B-DB4C-8E55-9704A2BBC0A4
A90746,PTM1249,Bossiella,frondescens,"Mid intertidal, in tidepool",Patrick T. Martone,62860D2C-7F7C-524A-8971-DED71FE0D07F
A90747,PTM1250,Bossiella,frondifera,"Low intertidal, under Phyllospadix",Patrick T. Martone,F0DC3B30-E2EA-E645-B114-F126271AD6F3
A92167,PTM1251,Calliarthron,tuberculosum,"Mid intertidal, shallow tidepool",Patrick T. Martone,BE129B8E-19DC-3340-8D23-3DE581A76271
A92168,PTM1252,Bossiella,sp.,Mid intertidal,Patrick T. Martone,0E540948-0F3E-5247-8676-40F49D6D0E85
A90748,PTM1253,Bossiella,montereyensis,"Low intertidal, exposed",Patrick T. Martone,C3BA4164-17CE-8947-B726-EA073B24E0B7
A92169,PTM1254,Corallina,sp.,Mid intertidal,Patrick T. Martone,A38D2304-0486-7047-BF44-D7040D5DB657
A90749,PTM1255,Bossiella,plumosa,"Low intertidal, exposed, near mussels",Patrick T. Martone,ADDE2A9F-09D3-0D4B-B039-644DF4FFEB8B
A92170,PTM1256,Bossiella,sp.,"Mid intertidal, in tidepool",Patrick T. Martone,949BF277-D2C5-DB47-B89D-57D2C5E3BFAE
A92171,PTM1257,Coralline,NA,"Mid intertidal, shallow tidepool",Patrick T. Martone,67758886-109B-5243-A9A8-685397B3CC25
A92172,PTM1258,Calliarthron,tuberculosum,"Mid intertidal, shallow tidepool",Patrick T. Martone,C5428002-B396-8549-BD7D-F874E394D50F
A90750,PTM1259,Bossiella,plumosa,"Low intertidal, exposed",Patrick T. Martone,3497A329-0C7E-C648-8966-6D0569DF3D51
A90751,PTM1260,Bossiella,frondifera,"Mid intertidal, exposed",Patrick T. Martone,E39BEE62-E54C-B14D-89D3-3AE454D632FA
A90752,PTM1261,Bossiella,plumosa,"Upper mid intertidal, exposed",Patrick T. Martone,97FF1D06-268B-644C-A0F2-D2577C77FDDA
A90753,PTM1263,Bossiella,plumosa,"High intertidal, among mussels and Tetraclita",Patrick T. Martone,254176B9-D366-DD4A-B8B5-8FCB90A4F87D
A90754,PTM1264,Bossiella,plumosa,"Mid intertidal, exposed, adjacent to Corallina vancouveriensis",Patrick T. Martone,A9B8DEF9-CBB3-A345-89DF-30E3CC2D2964
A92173,PTM1265,Corallina,sp.,"Mid intertidal, in tidepool",Patrick T. Martone,9F0F3865-AB69-1C43-B507-63B38383B1FF
A92174,PTM1266,Corallina,sp.,"Upper mid intertidal, near mussels and Silvetia",Patrick T. Martone,E183A365-1E3C-1440-A5C2-6EF040D8E758
A92175,PTM1267,Bossiella,plumosa,"Mid intertidal, exposed",Patrick T. Martone,D2740D07-9A66-204B-A49E-EEA70397660C
A90755,PTM1268,Bossiella,plumosa,"Mid intertidal, in tidepool",Patrick T. Martone,42833069-F919-2046-AB65-CC0F0318FEA6
A92176,PTM1269,Coralline,NA,Lower mid intertidal,Patrick T. Martone,B816733E-F1D6-B444-986F-D74D8F2D497E
A92177,PTM1270,Bossiella,sp.,"Upper mid intertidal, in tidepool",Patrick T. Martone,763B12AA-6996-ED46-A85E-E34B8EAE49AA
A92178,PTM1271,Bossiella,sp.,"Upper mid intertidal, in tidepool",Patrick T. Martone,4E75EA43-9091-CD46-8BFC-B5254E01765A
A90756,PTM1272,Bossiella,plumosa,"Mid intertidal, with Mazaella",Patrick T. Martone,4558B3E5-3125-6148-8D66-93253AC47A30
A92179,PTM1273,Bossiella,dichotoma,"Low intertidal, in surge channel",Patrick T. Martone,4995C0A1-7D7D-554B-ADB2-AEC53D7BBDC3
A92180,PTM1274,Bossiella,sp.,"Upper mid intertidal, in tidepool, with Prionitis",Patrick T. Martone,2AED1A77-E8D8-3849-B692-4D2FF017DFB2
A90757,PTM1275,Bossiella,frondifera,"Mid intertidal, with Microcladia borealis and Corallina vancouveriensis",Patrick T. Martone,DEEDC302-EB04-4D4D-BAA1-D1247E04AAD0
A90758,PTM1276,Bossiella,plumosa,Under Phyllospadix,Patrick T. Martone,173FDFBC-FE19-A941-9EA1-28C53B76CFF2
A90759,PTM1277,Bossiella,frondifera,"Low intertidal, in surge channel",Patrick T. Martone,B0E597CF-87F7-4A4B-8ECE-DF5553E0E12B
A92181,PTM1278,Bossiella,sp.,"Low intertidal, in surge channel",Patrick T. Martone,572F55EF-041C-5144-B351-C32CFA9342A5
A90760,PTM1279,Bossiella,frondifera,Under Phyllospadix,Patrick T. Martone,74BF0524-0B4C-BC46-9BE1-991EE9D7FF15
A90761,PTM1280,Bossiella,frondifera,"Low intertidal, in surge channel",Patrick T. Martone,018F8F82-091B-9649-97D1-F6A6DAD36611
A90762,PTM1281,Bossiella,frondifera,"Mid intertidal, adjacent to Pyropia and Corallina vancouveriensis",Patrick T. Martone,0D64848D-38D7-EA40-93DD-4A22756BC916
A90763,PTM1282,Bossiella,frondifera,"Low intertidal, under Phyllospadix",Patrick T. Martone,11E09F87-FAB2-D241-B6D1-16347AD70312
A92182,PTM1283,Bossiella,frondifera,"Low intertidal, exposed",Patrick T. Martone,17E8CE65-F672-9847-88EC-2ECCC64CFEAE
A92183,PTM1284,Chiharaea,rhododactyla,Low intertidal,Patrick T. Martone,09279DDD-5B12-DC4C-9B5C-9E9F734D60E5
A92184,PTM1285,Bossiella,dichotoma,"Low intertidal, in surge channel",Patrick T. Martone,6FD2654C-8F5F-AB4A-949F-EB2B2DBAD24A
A92185,PTM1286,Bossiella,frondifera,"Low intertidal, in surge channel",Patrick T. Martone,B9DDBC59-DBEF-844D-8E1F-34E9E54D26D7
A92186,PTM1287,Coralline,NA, ,Patrick T. Martone,4B91A7C7-02ED-F34C-8906-10CD3CBFCF69
A92187,PTM1288,Coralline,NA, ,Patrick T. Martone,1695CAAE-20B8-8440-BEA4-FA24AD139A2F
A92188,PTM1289,Lithothamnion,grumosum,"Mid intertidal, in tidepool",Patrick T. Martone,FB1436C1-0B08-8D47-BEA8-54070AA4DC04
A92189,PTM1290,Lithothamnion,grumosum,"Upper mid intertidal, in tidepool",Patrick T. Martone,17445D99-0065-0343-9021-D1378375D94A
A92190,PTM1291,Bossiella,sp.,Low intertidal,Patrick T. Martone,DE407741-7578-1A47-A072-4CB17EDEAAA9
A92191,PTM1292,Lithothamnion,grumosum, ,Patrick T. Martone,B0D99B67-BD58-DA42-AD66-CC16E862FA8C
A92192,PTM1293,Leptophytum,lamellicola,"Low intertidal, exposed",Patrick T. Martone,A88AA78D-8DC8-DC43-BC7E-EC36F246F92E
A92193,PTM1294,Hymenena,sp.,"Low intertidal, under Phyllospadix",Patrick T. Martone,D25E0EF8-6221-3040-B5A5-D76D63169D9A
A92194,PTM1295,Hymenena,sp.,"Low intertidal, under Phyllospadix",Patrick T. Martone,BBAB1D8C-BAEB-E248-BE73-899A40E51C5C
A92195,PTM1297,Lithophyllum,sp.,Lower mid intertidal,Patrick T. Martone,DB901AFE-FD87-524C-883A-9846D3189222
A92196,PTM1298,Lithophyllum,sp.,"Lower mid (#2)",Patrick T. Martone,30A84E4C-1E39-1C4E-ACF1-4C333F6AB908
A91384,PTM669,Bossiella,mayae,Mid intertidal in a tidepool,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",928B71B9-7F79-5C43-A304-4092AF177C4F
A91385,PTM671,Bossiella,mayae,Low surge channel,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",E1D25A35-3B22-8847-8BAC-EDF86E2B7A9F
A91386,PTM678,Bossiella,exarticulata,"Low intertidal, exposed","Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",B0F244E4-63C6-6D40-9B6D-6C143A9AF830
A91387,PTM682,Crusticorallina,muricata,Mid-low intertidal,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",9ACC450E-05B3-EF4F-AAFC-97C7F1A3E7F1
A91388,PTM683,Bossiella,mayae,Mid intertidal,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen and Patrick Martone",1E0FE9BB-8363-CB4B-8B8B-271BDE7331F6
A91389,PTM716,Bossiella,exarticulata,Low intertidal,"Katy R. Hind, Paul W. Gabrielson, Cassandra Jensen, Patrick Martone",4BC40D93-B685-0B41-A98C-6318051E98ED
A91390,PTM719,Crusticorallina,muricata,Low intertidal,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",F45E4106-57BC-F64E-9CA4-3306F3A3FC85
